DEPARTAMENTO,PROVINCIA,DISTRITO,CENTRO POBLADO,LATITUD,LONGITUD,NMI1,NMI2
HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,YACUSISA,-8.91789,-76.09104,178,613
HUANUCO,LEONCIO PRADO,PUCAYACU,LOS JASMINES,-8.760304,-76.125339,27,90
HUANUCO,LEONCIO PRADO,PUCAYACU,LOS OLIVOS,-8.743966,-76.128541,40,116
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO  3,LA ROCA,-9.082524,-76.068482,26,76
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO  3,MUYUNA DE ANDA,-9.032977,-76.099471,31,87
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO  3,PUEBLO NUEVO,-9.078662,-76.060665,189,705
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO  3,PUERTO MANUEL PRADO,-9.070216,-76.071222,52,163
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO 3,LAROCA,-9.082524,-76.068482,26,76
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO 3,MUYUNA DE ANDA,-9.032977,-76.099471,31,87
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO 3,PUEBLO NUEVO,-9.078662,-76.060665,189,705
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO 3,PUERTO MANUEL PRADO,-9.070216,-76.071222,52,163
HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,LOS JARDINES,-9.032624,-76.090711,25,90
HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,SANTO DOMINGO DE ANDA,-9.055584,-76.074709,181,612
HUANUCO,LEONCIO PRADO,SANTO DOMINGO DEANDA,LOS JARDINES,-9.032624,-76.090711,25,90
HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,AUCAYACU,-8.932165,-76.116076,4246,16929
HUANUCO,MARAÑON,CHOLON    2  2,SANTA ROSA DE MEGOTE,-8.474038,-76.352513,49,193
HUANUCO,MARAÑON,CHOLON    2  2,SINCHI ROCA,-8.500512,-76.385038,9,39
HUANUCO,MARAÑON,LA MORADA   2,EL CRUCE,-8.828428,-76.264483,8,23
HUANUCO,MARAÑON,LA MORADA   2,HUAMUCO,-8.66263,-76.27473,89,319
HUANUCO,MARAÑON,LA MORADA   2,LA MORADA,-8.794542,-76.249597,298,1137
HUANUCO,MARAÑON,LA MORADA   2,PUERTO LA MORADA,-8.733595,-76.252355,26,84
HUANUCO,MARAÑON,CHOLON 2 2,SANTA ROSA DE MEGOTE,-8.474038,-76.352513,49,193
HUANUCO,MARAÑON,CHOLON 2 2,SINCHI ROCA,-8.500512,-76.385038,9,39
HUANUCO,MARAÑON,LA MORADA 2, HUAMUCO,-8.66263,-76.27473,89,319
HUANUCO,MARAÑON,LA MORADA 2,EL CRUCE,-8.828428,-76.264483,8,23
HUANUCO,MARAÑON,LA MORADA 2,LA MORADA,-8.794542,-76.249597,298,1137
HUANUCO,MARAÑON,LA MORADA 2,PUERTO LA MORADA,-8.733595,-76.252355,26,84
HUANUCO,PUERTO INCA,HONORIA,ANTIGUA HONORIA (HONORIA),-8.720458,-74.627113,47,175
HUANUCO,PUERTO INCA,HONORIA,CEDRO PAMPA,-8.747623,-74.591037,22,96
HUANUCO,PUERTO INCA,HONORIA,DOS UNIDOS,-8.753093,-74.53334,87,383
HUANUCO,PUERTO INCA,HONORIA,JORDANIA,-8.740883,-74.544727,20,76
HUANUCO,PUERTO INCA,HONORIA,NUEVA ALIANZA,-8.71425,-74.56727,27,117
HUANUCO,PUERTO INCA,HONORIA,NUEVA UNION,-8.70378,-74.614877,21,74
HUANUCO,PUERTO INCA,HONORIA,NUEVO EDEN,-8.689965,-74.666187,11,47
HUANUCO,PUERTO INCA,HONORIA,PUEBLO LIBRE,-8.731618,-74.561447,23,86
HUANUCO,PUERTO INCA,HONORIA,SAN ANTONIO DE HONORIA,-8.693365,-74.62685,67,308
ICA,CHINCHA,ALTO LARAN,HUACHINGA,-13.374125,-75.844918,8,29
ICA,ICA,PACHACUTEC EL,SIETE,-14.16771,-75.686756,264,1057
ICA,ICA,PACHACUTEC,ATALAYA,-14.14579,-75.679607,10,32
ICA,ICA,PACHACUTEC,CRUZ,-14.161188,-75.689905,3,9
ICA,ICA,PACHACUTEC,CUATRO DE MAYO,-14.161977,-75.68986,2,3
ICA,ICA,PACHACUTEC,EL SIETE,-14.16771,-75.686756,264,1057
ICA,ICA,PACHACUTEC,ELSIETE,-14.16771,-75.686756,264,1057
ICA,ICA,PACHACUTEC,LA GUARDA,-14.14375,-75.660102,0,0
ICA,ICA,PACHACUTEC,LENGUA,-14.177698,-75.674218,2,5
ICA,ICA,PACHACUTEC,PAMPA DE LOS CASTILLOS,-14.248233,-75.645173,0,0
ICA,ICA,PACHACUTEC,PAMPA DE TATE,-14.151898,-75.691945,1531,6064
ICA,ICA,PACHACUTEC,SAN ANTONIO,-14.163017,-75.689843,18,98
ICA,ICA,PACHACUTEC,SAN FRANCISCO A,-14.173462,-75.676973,7,44
ICA,ICA,PACHACUTEC,SAN FRANCISCO B,-14.170075,-75.678895,16,61
ICA,ICA,PACHACUTEC,SAN ISIDRO,-14.170467,-75.682465,11,36
ICA,ICA,SAN JOSE DE  LOS MOLINOS,HOGAR DE CRISTO,-13.920312,-75.65922,277,840
ICA,ICA,SAN JOSE DE LOS MOLINOS,EL CARMEN,-13.920403,-75.67297,1,1
ICA,ICA,SAN JOSE DE LOS MOLINOS,HOGAR DE CRISTO,-13.920312,-75.65922,277,840
ICA,ICA,SAN JOSE DE LOS MOLINOS,LA BANDA,-13.91908,-75.676628,1,7
ICA,ICA,SAN JOSE DE LOS MOLINOS,RANCHERIA,-13.837513,-75.582207,18,41
ICA,ICA,SAN JOSE DE LOS MOLINOS,SAN JOSE DE HUAMANI,-13.839328,-75.605533,38,84
ICA,ICA,SAN JOSE DE LOS MOLINOS,SAN JOSE DE LOS MOLINOS,-13.933186,-75.670881,941,3172
ICA,ICA,SAN JOSE DE LOS MOLINOS,ZEVALLOS,-13.905537,-75.666875,2,3
ICA,ICA,SANTIAGO,EL HUARANGAL,-14.19927,-75.65512,1,3
ICA,ICA,SANTIAGO,EL PALTO,-14.174725,-75.687247,59,204
ICA,ICA,SANTIAGO,FUERZA ARMADA,-14.284642,-75.643382,19,66
ICA,ICA,SANTIAGO,LA CAMPIÑA,-14.197375,-75.653893,45,138
ICA,ICA,SANTIAGO,LA CAMPIÑA,-14.197375,-75.653893,45,138
ICA,ICA,SANTIAGO,LA CASTELLANA,-14.22678,-75.651505,54,322
ICA,ICA,SANTIAGO,LA HUACA - LOS CASTILLOS,-14.237065,-75.658305,7,20
ICA,ICA,SANTIAGO,LA SETENTICINCO,-14.205008,-75.6541,23,55
ICA,ICA,SANTIAGO,LOS CASTILLOS,-14.248113,-75.644278,115,400
ICA,ICA,SANTIAGO,LOS HUAMANIES,-14.21362,-75.654517,3,7
ICA,ICA,SANTIAGO,LOS LOPEZ,-14.232408,-75.656797,10,29
ICA,ICA,SANTIAGO,LOS ORE,-14.193853,-75.673188,1,1
ICA,ICA,SANTIAGO,LOS TRECIENTOS,-14.230178,-75.66165,0,0
ICA,ICA,SANTIAGO,LUREN,-14.279145,-75.624465,4,5
ICA,ICA,SANTIAGO,NUEVA SANTA LUCIA,-14.202403,-75.659857,8,26
ICA,ICA,SANTIAGO,PARAJE,-14.209558,-75.665608,13,39
ICA,ICA,SANTIAGO,SAN ANTONIO,-14.283492,-75.651148,250,805
ICA,ICA,SANTIAGO,SAN PEDRO,-14.179168,-75.68443,40,128
ICA,ICA,SANTIAGO,SAN RAMON,-14.264672,-75.650968,15,60
ICA,ICA,SANTIAGO,SANTA JULIA,-14.216315,-75.665428,17,52
ICA,ICA,SANTIAGO,SANTA MARTHA,-14.198572,-75.653462,14,41
ICA,ICA,SANTIAGO,SANTA RITA DE CASIAS,-14.188622,-75.673142,12,57
ICA,ICA,SANTIAGO,SANTA VICENTA,-14.195463,-75.66604,51,170
ICA,ICA,SANTIAGO,SANTA YANINA,-14.2085,-75.659062,2,10
ICA,ICA,SANTIAGO,VIRGEN DE CHAPI,-14.188803,-75.666913,24,77
ICA,ICA,YAUCA DEL ROSARIO,BARCO,-14.219983,-75.578272,9,17
ICA,ICA,YAUCA DEL ROSARIO,BARRIO NUEVO,-14.22253,-75.52542,9,16
ICA,ICA,YAUCA DEL ROSARIO,CASA BLANCA,-14.106213,-75.522065,18,42
ICA,ICA,YAUCA DEL ROSARIO,CERRILLOS,-14.101313,-75.46791,50,85
ICA,ICA,YAUCA DEL ROSARIO,CERRO PICO,-14.167918,-75.587078,1,2
ICA,ICA,YAUCA DEL ROSARIO,COCHARCAS,-14.12052,-75.5594,40,74
ICA,ICA,YAUCA DEL ROSARIO,HUARANGAL,-14.21111,-75.464947,30,51
ICA,ICA,YAUCA DEL ROSARIO,LOS YARASCA,-14.20999,-75.558722,4,6
ICA,ICA,YAUCA DEL ROSARIO,PAMPA BLANCA,-14.216055,-75.496432,13,15
ICA,ICA,YAUCA DEL ROSARIO,PAMPAHUASI,-14.099005,-75.477069,32,94
ICA,ICA,YAUCA DEL ROSARIO,QUILQUE,-14.099287,-75.500423,38,95
ICA,ICA,YAUCA DEL ROSARIO,SANTUARIO DE YAUCA,-14.139758,-75.574523,50,85
ICA,ICA,YAUCA DEL ROSARIO,TINGUE,-14.21851,-75.544745,45,87
ICA,NASCA,EL INGENIO,TULIN,-14.646879,-75.071265,300,1014
ICA,NASCA,EL INGENIO,EL MOLINO,-14.637985,-74.987138,32,63
ICA,NASCA,EL INGENIO,MACAMACA,-14.650523,-75.073837,3,8
ICA,NASCA,EL INGENIO,TULIN,-14.646879,-75.071265,300,1014
ICA,NASCA,NASCA,CAJUCA,-14.839398,-74.926601,756,2434
ICA,NASCA,EL INGENIO,TULIN,-14.646879,-75.071265,300,1014
ICA,PALPA,LLIPATA,LA VICTORIA,-14.558412,-75.202455,9,33
ICA,PALPA,LLIPATA,LLIPATA,-14.563309,-75.207606,112,376
ICA,PALPA,LLIPATA,SAN ANTONIO,-14.554503,-75.197088,53,157
ICA,PALPA,PALPA,GRANDE,-14.543387,-75.174692,1,1
ICA,PALPA,PALPA,LA FALDA,-14.540087,-75.170943,47,137
ICA,PALPA,PALPA,LINDERO,-14.489155,-75.096597,3,10
ICA,PALPA,PALPA,PUEBLO NUEVO,-14.483505,-75.140473,15,50
ICA,PALPA,PALPA,SACRAMENTO,-14.529818,-75.199318,648,2075
ICA,PALPA,PALPA,SAN IGNACIO,-14.545473,-75.177487,94,288
ICA,PALPA,PALPA,SANTA INES,-14.538372,-75.166935,2,2
ICA,PALPA,PALPA,SARAMARCA,-14.492712,-75.100277,46,133
ICA,PALPA,RIO GRANDE,BUENA VISTA,-14.313005,-75.129213,3,8
ICA,PALPA,RIO GRANDE,CHANTAY,-14.310198,-75.129343,9,20
ICA,PALPA,RIO GRANDE,HUAMBO,-14.325525,-75.1343,12,38
ICA,PALPA,RIO GRANDE,LA ISLA,-14.443283,-75.19074,76,210
ICA,PALPA,RIO GRANDE,LAS MERCEDES,-14.509072,-75.197498,1,2
ICA,PALPA,RIO GRANDE,LOS ALACHES,-14.500988,-75.195255,31,77
ICA,PALPA,RIO GRANDE,MOLINO,-14.222467,-75.098,2,6
ICA,PALPA,RIO GRANDE,PALMAR,-14.241992,-75.107265,25,69
ICA,PALPA,RIO GRANDE,PAMPA BLANCA,-14.218167,-75.095678,19,45
ICA,PALPA,RIO GRANDE,RIO GRANDE,-14.519955,-75.201225,447,1394
ICA,PALPA,RIO GRANDE,SAN JACINTO,-14.504072,-75.194348,40,124
ICA,PALPA,RIO GRANDE,SANTA ROSA,-14.478173,-75.190975,76,199
ICA,PALPA,SANTA CRUZ,ALTO LARAN,-14.461637,-75.236868,38,132
ICA,PALPA,SANTA CRUZ,EL CARMEN,-14.464673,-75.24066,47,160
ICA,PALPA,SANTA CRUZ,PUEBLO NUEVO,-14.47805,-75.251078,20,44
ICA,PALPA,SANTA CRUZ,SAN LUIS,-14.4865,-75.258788,3,9
ICA,PALPA,TIBILLO,CAHUATO,-14.099958,-75.17252,1,1
ICA,PALPA,TIBILLO,RETIRO,-14.088567,-75.177485,1,1
ICA,PALPA,TIBILLO,TIBILLO,-14.093836,-75.171725,65,236
ICA,PISCO,HUANCANO,HUACHAS PAMPA,-13.568435,-75.517605,6,20
ICA,PISCO,HUANCANO,HUANCANO,-13.600799,-75.618502,107,458
ICA,PISCO,HUANCANO,QUITASOL,-13.646753,-75.728735,28,79
ICA,PISCO,HUANCANO,REPOSO,-13.598138,-75.600313,18,51
ICA,PISCO,HUANCANO,SAN VICENTE,-13.65699,-75.746005,12,36
ICA,PISCO,HUANCANO,VILLANUEVA,-13.60515,-75.622302,30,91
ICA,PISCO,HUMAY,AUQUISH,-13.693725,-75.813062,23,66
ICA,PISCO,HUMAY,HUAYA GRANDE,-13.684842,-75.800095,20,54
ICA,PISCO,HUMAY,HUMAY,-13.722712,-75.886543,209,769
ICA,PISCO,HUMAY,MIRAFLORES,-13.714463,-75.837948,30,106
ICA,PISCO,HUMAY,MONTESIERPE,-13.718412,-75.868435,62,203
ICA,PISCO,HUMAY,PALLASCA,-13.715992,-75.849872,41,133
ICA,PISCO,HUMAY,PANTAYCO,-13.710182,-75.84214,30,97
ICA,PISCO,HUMAY,RANCHERIA - LA OYADA,-13.687735,-75.806962,17,64
JUNIN,CHANCHAMAYO,CHANCHAMAYO,BELLA VISTA,-11.031575,-75.325696,8,26
JUNIN,CHANCHAMAYO,CHANCHAMAYO,LA RUMILDA (LA ROMILDA),-11.003318,-75.333014,18,38
JUNIN,CHANCHAMAYO,CHANCHAMAYO,NIJANDARIS,-11.003139,-75.315153,24,97
JUNIN,CHANCHAMAYO,CHANCHAMAYO,PAMPA MICHI (PAMPAMICHI),-10.946478,-75.253285,62,259
JUNIN,CHANCHAMAYO,CHANCHAMAYO,PUENTE KIMIRI,-11.032675,-75.317112,43,143
JUNIN,CHANCHAMAYO,PERENE,10-oct,-10.909362,-74.889961,9,26
JUNIN,CHANCHAMAYO,PERENE,IPANEMA,-10.903584,-74.895934,3,6
JUNIN,CHANCHAMAYO,PICHANAQUI,SAN ANTONIO DE ZUTZIKI,-10.883373,-74.910112,39,142
JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,PUENTE PAUCARTAMBO,-10.83847,-75.291493,26,71
JUNIN,CHANCHAMAYO,SAN RAMON,ALTO HUARANGO,-11.145035,-75.40369,6,17
JUNIN,CHANCHAMAYO,SAN RAMON,ALTO TIGRILLO,-11.127147,-75.407475,6,13
JUNIN,CHANCHAMAYO,SAN RAMON,CHALLHUAPUQUIO,-11.14974,-75.408327,81,288
JUNIN,CHANCHAMAYO,SAN RAMON,EL NARANJAL,-11.144462,-75.402402,219,682
JUNIN,CHANCHAMAYO,SAN RAMON,SAN JOSE DE UTCUYACU,-11.186507,-75.46419,34,109
JUNIN,CHUPACA,AHUAC,AHUAC,-12.085966,-75.321178,995,3507
JUNIN,CHUPACA,AHUAC,AMARU CANCHA,-12.06756,-75.31204,59,213
JUNIN,CHUPACA,AHUAC,MATAPUQUIO,-12.084473,-75.328033,31,114
JUNIN,CHUPACA,CHONGOS BAJO,HUARITANGA,-12.16358,-75.27072,1,5
JUNIN,CHUPACA,CHONGOS BAJO,MANTARO,-12.1386,-75.255728,28,90
JUNIN,CHUPACA,CHONGOS BAJO,PACHACUTEC,-12.1498,-75.258962,3,7
JUNIN,CHUPACA,CHONGOS BAJO,PUMPUNYA,-12.154118,-75.262903,136,436
JUNIN,CHUPACA,CHONGOS BAJO,TARACAYO,-12.154497,-75.259257,30,86
JUNIN,CHUPACA,CHUPACA,LA VICTORIA,-12.075924,-75.276081,270,780
JUNIN,CHUPACA,SAN JUAN DE ISCOS,CHAUPIMARCA,-12.103128,-75.296305,25,89
JUNIN,CHUPACA,SAN JUAN DE ISCOS,ISCOS,-12.098209,-75.292823,202,653
JUNIN,CHUPACA,SAN JUAN DE ISCOS,PATARCOCHA,-12.10826,-75.294565,94,280
JUNIN,CHUPACA,TRES DE DICIEMBRE,TRES DE DICIEMBRE,-12.109632,-75.245934,806,2665
JUNIN,CONCEPCION,ANDAMARCA,ANDAMARCA,-11.728332,-74.801755,116,436
JUNIN,HUANCAYO,CHILCA,PICH GANA HUACCTA,-12.072612,-75.185308,4,24
JUNIN,HUANCAYO,CHONGOS ALTO,CHICURUYO,-12.445016,-75.479859,1,2
JUNIN,HUANCAYO,CHONGOS ALTO,PUENTE MELLIZO,-12.516217,-75.512272,0,290
JUNIN,HUANCAYO,CHONGOS ALTO,WICHICOCHA,-12.529106,-75.51692,1,2
JUNIN,HUANCAYO,CHUPURO,CHONTA,-12.15565,-75.255553,81,267
JUNIN,HUANCAYO,EL TAMBO,CULLPA BAJA,-12.021506,-75.194756,220,897
JUNIN,HUANCAYO,HUACRAPUQUIO,HUACRAPUQUIO,-12.171193,-75.220714,434,1297
JUNIN,HUANCAYO,HUACRAPUQUIO,LA FLORIDA,-12.153515,-75.217508,0,0
JUNIN,HUANCAYO,HUANCAN,HUANCAN,-12.106548,-75.21676,5667,23659
JUNIN,HUANCAYO,HUANCAN,NUEVA CASTILLA,-12.110992,-75.199146,6,19
JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,SAN JERONIMO DE TUNAN,-11.949136,-75.282105,2695,11601
JUNIN,HUANCAYO,SAPALLANGA,SAN PABLO,-12.157362,-75.16801,10,25
JUNIN,HUANCAYO,VIQUES,VIQUES,-12.159598,-75.231968,666,2589
JUNIN,JAUJA,POMACANCHA,CASA BLANCA (SANTA ROSA DE TAJANA),-11.664752,-75.643008,108,467
JUNIN,JUNIN,ULCUMAYO,CHICHIS,-10.980885,-75.775378,31,103
JUNIN,JUNIN,ULCUMAYO,TAMBOS,-10.983145,-75.764808,20,47
JUNIN,SATIPO,COVIRIALI,COVIRIALI,-11.291297,-74.6274,84,312
JUNIN,SATIPO,COVIRIALI,GETSEMANI,-11.291477,-74.62218,1,6
JUNIN,SATIPO,COVIRIALI,RICARDO PALMA,-11.270893,-74.636682,169,820
JUNIN,SATIPO,MAZAMARI,ARTURO DURAN PANES Y PASTOR,-11.339273,-74.52553,150,790
JUNIN,SATIPO,MAZAMARI,CIUDAD SATELITE (QUERUBINI),-11.34633,-74.528546,118,424
JUNIN,SATIPO,MAZAMARI,SAN CRISTOBAL,-11.334819,-74.523328,327,1816
JUNIN,TARMA,ACOBAMBA,ACOBAMBA,-11.353316,-75.659174,751,3120
JUNIN,TARMA,ACOBAMBA,MURUHUAY,-11.347622,-75.653033,190,571
JUNIN,TARMA,ACOBAMBA,ROSAS PUQUIO,-11.368298,-75.633023,22,82
JUNIN,TARMA,ACOBAMBA,SAN JOSE,-11.35639,-75.602282,32,109
JUNIN,TARMA,ACOBAMBA,TUPIN,-11.365747,-75.685251,106,330
JUNIN,TARMA,ACOBAMBA,VILCABAMBA,-11.363078,-75.630869,148,530
JUNIN,TARMA,HUASAHUASI,GAGAPATA,-11.267259,-75.643604,13,39
JUNIN,TARMA,HUASAHUASI,HUANCHAN CHICO,-11.269367,-75.648048,21,50
JUNIN,TARMA,HUASAHUASI,HUASAHUASI,-11.265084,-75.65018,1232,4071
JUNIN,TARMA,HUASAHUASI,MARAYPATA,-11.263398,-75.634257,18,37
JUNIN,TARMA,HUASAHUASI,MIRAFLORES,-11.263017,-75.644252,32,109
JUNIN,TARMA,HUASAHUASI,VILLATAO,-11.265643,-75.65801,19,57
JUNIN,TARMA,HUASAHUASI,YAWAR COCHA,-11.268263,-75.636162,7,20
JUNIN,TARMA,PALCA,CHIPOCAYO,-11.351907,-75.59737,74,267
JUNIN,TARMA,PALCA,LLAPSACACA,-11.347865,-75.587525,56,195
JUNIN,TARMA,PALCA,PALCA,-11.346005,-75.568521,667,2724
JUNIN,TARMA,PALCA,SAN LUIS,-11.346198,-75.584933,47,147
JUNIN,TARMA,PALCA,SANTA FE,-11.35242,-75.602777,37,107
JUNIN,TARMA,PALCA,SANTO DOMINGO DE PALCA,-11.344843,-75.579665,14,41
JUNIN,TARMA,PALCAMAYO,CALCA,-11.31026,-75.715503,34,101
JUNIN,TARMA,PALCAMAYO,CHICHIMACO,-11.309208,-75.711933,14,26
JUNIN,TARMA,PALCAMAYO,MOLINO,-11.313608,-75.711408,16,45
JUNIN,TARMA,PALCAMAYO,MUYO,-11.314493,-75.71469,3,11
JUNIN,TARMA,PALCAMAYO,TINGO,-11.257217,-75.811103,5,15
JUNIN,TARMA,TAPO,AMAPOLA,-11.421045,-75.525555,0,0
JUNIN,TARMA,TAPO,HUARIPAMPA,-11.433467,-75.53154,85,341
JUNIN,TARMA,TAPO,QUETA,-11.435162,-75.583402,51,164
JUNIN,TARMA,TAPO,YAROCA,-11.373232,-75.544155,84,277
JUNIN,TARMA,TAPO,YURACMAYO,-11.470028,-75.526587,127,468
JUNIN,TARMA,TARMA,CAPIA,-11.418777,-75.668315,3,11
JUNIN,TARMA,TARMA,CURIS,-11.419742,-75.674164,48,137
JUNIN,TARMA,TARMA,HUINCO,-11.418921,-75.708219,106,399
JUNIN,TARMA,TARMA,SACSAMARCA,-11.4112,-75.706468,157,571
JUNIN,TARMA,TARMA,SAN JUAN CRUZ,-11.423926,-75.689094,1,1
JUNIN,TARMA,TARMA,TARMA,-11.419979,-75.688024,9652,39456
LA LIBERTAD,ASCOPE,ASCOPE,ASCOPE,-7.713504,-79.107279,1631,6000
LA LIBERTAD,ASCOPE,ASCOPE,CEPEDA,-7.735255,-79.107073,52,166
LA LIBERTAD,ASCOPE,ASCOPE,LA GRISELDA,-7.718712,-79.101708,6,25
LA LIBERTAD,ASCOPE,ASCOPE,LA VICTORIA,-7.72198,-79.10794,11,28
LA LIBERTAD,ASCOPE,ASCOPE,PAMPAS DE VENTURA,-7.714518,-79.063782,12,30
LA LIBERTAD,ASCOPE,ASCOPE,POTRERO BARRANCA,-7.729202,-79.099005,5,25
LA LIBERTAD,ASCOPE,ASCOPE,POTREROS DE LOS PISCOS,-7.72893,-79.099628,16,55
LA LIBERTAD,ASCOPE,ASCOPE,RIVERA DE RIO,-7.744728,-79.109055,3,8
LA LIBERTAD,ASCOPE,ASCOPE,TOMA FACALA,-7.72458,-79.061362,0,0
LA LIBERTAD,ASCOPE,ASCOPE,TOMA PAIJAN,-7.718761,-79.109091,0,0
LA LIBERTAD,ASCOPE,ASCOPE,TOMA ROMA,-7.73529,-79.088335,0,0
LA LIBERTAD,ASCOPE,CASA GRANDE,ACEQUIA PAIJAN (LICAPA),-7.731022,-79.182462,9,28
LA LIBERTAD,ASCOPE,CASA GRANDE,ARMONIA,-7.663362,-79.221354,2,4
LA LIBERTAD,ASCOPE,CASA GRANDE,CASA GRANDE,-7.745221,-79.18801,4659,19097
LA LIBERTAD,ASCOPE,CASA GRANDE,CHACARILLAS,-7.67279,-79.224558,18,66
LA LIBERTAD,ASCOPE,CASA GRANDE,COPAS,-7.714371,-79.217409,6,23
LA LIBERTAD,ASCOPE,CASA GRANDE,EL CERRILLO,-7.671995,-79.26046,34,120
LA LIBERTAD,ASCOPE,CASA GRANDE,EL QUINCE,-7.743602,-79.169727,15,65
LA LIBERTAD,ASCOPE,CASA GRANDE,FACALA,-7.723823,-79.158573,86,288
LA LIBERTAD,ASCOPE,CASA GRANDE,LA CACHIMBA,-7.717462,-79.202563,11,49
LA LIBERTAD,ASCOPE,CASA GRANDE,LA PAPA,-7.66068,-79.236152,8,44
LA LIBERTAD,ASCOPE,CASA GRANDE,MOCAN,-7.656019,-79.24162,258,1035
LA LIBERTAD,ASCOPE,CASA GRANDE,RIO SECO,-7.675992,-79.241427,5,19
LA LIBERTAD,ASCOPE,CASA GRANDE,ROMA,-7.765286,-79.147587,1714,6388
LA LIBERTAD,ASCOPE,CASA GRANDE,SAN JOSE BAJO,-7.668637,-79.211426,3,11
LA LIBERTAD,ASCOPE,CASA GRANDE,SOL UNO,-7.673273,-79.214546,28,96
LA LIBERTAD,ASCOPE,CHICAMA,ALTO CHICLIN,-7.821358,-79.170818,1,3
LA LIBERTAD,ASCOPE,CHICAMA,CHICAMA,-7.842546,-79.144042,1444,5692
LA LIBERTAD,ASCOPE,CHICAMA,CHICAMITA,-7.836035,-79.144398,72,296
LA LIBERTAD,ASCOPE,CHICAMA,CHICLIN,-7.835673,-79.160487,1004,3934
LA LIBERTAD,ASCOPE,CHICAMA,GASÑAPE,-7.764507,-79.107613,1,3
LA LIBERTAD,ASCOPE,CHICAMA,HUABALITO,-7.605243,-78.909395,44,144
LA LIBERTAD,ASCOPE,CHICAMA,HUACA LESCANO,-7.79245,-79.136188,2,4
LA LIBERTAD,ASCOPE,CHICAMA,LA BOTELLA,-7.633638,-78.936042,27,96
LA LIBERTAD,ASCOPE,CHICAMA,LA CAMPIÑA,-7.847515,-79.141428,4,8
LA LIBERTAD,ASCOPE,CHICAMA,LA MONICA,-7.745775,-79.037768,21,63
LA LIBERTAD,ASCOPE,CHICAMA,LLAMIPE,-7.895732,-79.181808,30,110
LA LIBERTAD,ASCOPE,CHICAMA,LUZ DEL SOL,-7.973521,-79.058513,50,89
LA LIBERTAD,ASCOPE,CHICAMA,PAMPA HERMOSA,-7.676348,-78.960295,0,0
LA LIBERTAD,ASCOPE,CHICAMA,PAMPAS DE JAGUEY,-7.660428,-78.952418,61,214
LA LIBERTAD,ASCOPE,CHICAMA,PIEDRA MOLINO,-7.739967,-79.061208,21,64
LA LIBERTAD,ASCOPE,CHICAMA,PUENTE TABLA,-7.733637,-79.044198,8,32
LA LIBERTAD,ASCOPE,CHICAMA,QUEMAZON,-7.73683,-79.032482,36,131
LA LIBERTAD,ASCOPE,CHICAMA,SALINAR,-7.669175,-78.956107,57,182
LA LIBERTAD,ASCOPE,CHICAMA,SAUSAL,-7.73404,-79.004458,1119,4196
LA LIBERTAD,ASCOPE,CHOCOPE,CAREAGA,-7.805143,-79.195873,70,309
LA LIBERTAD,ASCOPE,CHOCOPE,SINTUCO,-7.81101,-79.19974,277,1174
LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,BOCA DEL RIO,-7.937638,-79.288573,0,0
LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,EL PALMO,-7.880783,-79.297052,2,4
LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,LA CUADRA,-7.859802,-79.280537,0,0
LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,MAGDALENA DE CAO,-7.876393,-79.295971,317,1333
LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,NAZARENO,-7.923567,-79.286795,45,124
LA LIBERTAD,ASCOPE,RAZURI,EL PANCAL,-7.741467,-79.391522,19,61
LA LIBERTAD,ASCOPE,RAZURI,LA ARENITA RAMAL II,-7.677488,-79.33078,9,36
LA LIBERTAD,ASCOPE,RAZURI,LA LINEA DE PANCAL,-7.729068,-79.377945,25,91
LA LIBERTAD,ASCOPE,RAZURI,LOS GARCIA,-7.713918,-79.374965,38,161
LA LIBERTAD,ASCOPE,RAZURI,MACABI ALTO,-7.716485,-79.36884,196,778
LA LIBERTAD,ASCOPE,RAZURI,PUERTO DE MALABRIGO,-7.702151,-79.437688,1374,4831
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,CAMPINA IPARRAGUIRRE,-7.93675,-79.202808,8,36
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,CAMPIÑA SANTIAGO DE CAO,-7.950145,-79.232405,6,19
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,CAPIÑA 3 Y 4 DE NEPEÑA,-7.901582,-79.261152,12,34
